Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Dielectric,Tolerance,Voltage Rating,Case Code - in,Case Code - mm,Series,Trustedparts Search
C_GCM188R71H473KA55D,C,47 nF,capacitor_footprints:C_0603_1608Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM188R71H473KA55-01.pdf,CAP SMD 47 nF X7R 10% 0603 50V,Murata Electronics,GCM188R71H473KA55D,X7R,10%,50V,0603,1608,GCM188R71H,https://www.trustedparts.com/en/search/GCM188R71H473KA55D
C_GCM188R71H473KA55J,C,47 nF,capacitor_footprints:C_0603_1608Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM188R71H473KA55-01.pdf,CAP SMD 47 nF X7R 10% 0603 50V,Murata Electronics,GCM188R71H473KA55J,X7R,10%,50V,0603,1608,GCM188R71H,https://www.trustedparts.com/en/search/GCM188R71H473KA55J
C_GCM188R71H563KA57D,C,56 nF,capacitor_footprints:C_0603_1608Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM188R71H563KA57-01.pdf,CAP SMD 56 nF X7R 10% 0603 50V,Murata Electronics,GCM188R71H563KA57D,X7R,10%,50V,0603,1608,GCM188R71H,https://www.trustedparts.com/en/search/GCM188R71H563KA57D
C_GCM188R71H563KA57J,C,56 nF,capacitor_footprints:C_0603_1608Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM188R71H563KA57-01.pdf,CAP SMD 56 nF X7R 10% 0603 50V,Murata Electronics,GCM188R71H563KA57J,X7R,10%,50V,0603,1608,GCM188R71H,https://www.trustedparts.com/en/search/GCM188R71H563KA57J
C_GCM155R71H683KE02D,C,68 nF,capacitor_footprints:C_0402_1005Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM155R71H683KE02-01.pdf,CAP SMD 68 nF X7R 10% 0402 50V,Murata Electronics,GCM155R71H683KE02D,X7R,10%,50V,0402,1005,GCM155R71H,https://www.trustedparts.com/en/search/GCM155R71H683KE02D
C_GCM155R71H683KE02J,C,68 nF,capacitor_footprints:C_0402_1005Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM155R71H683KE02-01.pdf,CAP SMD 68 nF X7R 10% 0402 50V,Murata Electronics,GCM155R71H683KE02J,X7R,10%,50V,0402,1005,GCM155R71H,https://www.trustedparts.com/en/search/GCM155R71H683KE02J
C_GCM188R71H683KA57D,C,68 nF,capacitor_footprints:C_0603_1608Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM188R71H683KA57-01.pdf,CAP SMD 68 nF X7R 10% 0603 50V,Murata Electronics,GCM188R71H683KA57D,X7R,10%,50V,0603,1608,GCM188R71H,https://www.trustedparts.com/en/search/GCM188R71H683KA57D
C_GCM188R71H683KA57J,C,68 nF,capacitor_footprints:C_0603_1608Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM188R71H683KA57-01.pdf,CAP SMD 68 nF X7R 10% 0603 50V,Murata Electronics,GCM188R71H683KA57J,X7R,10%,50V,0603,1608,GCM188R71H,https://www.trustedparts.com/en/search/GCM188R71H683KA57J
C_GCM188R71H823KA57D,C,82 nF,capacitor_footprints:C_0603_1608Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM188R71H823KA57-01.pdf,CAP SMD 82 nF X7R 10% 0603 50V,Murata Electronics,GCM188R71H823KA57D,X7R,10%,50V,0603,1608,GCM188R71H,https://www.trustedparts.com/en/search/GCM188R71H823KA57D
C_GCM188R71H823KA57J,C,82 nF,capacitor_footprints:C_0603_1608Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM188R71H823KA57-01.pdf,CAP SMD 82 nF X7R 10% 0603 50V,Murata Electronics,GCM188R71H823KA57J,X7R,10%,50V,0603,1608,GCM188R71H,https://www.trustedparts.com/en/search/GCM188R71H823KA57J
C_GCM155R71H104KE02D,C,100 nF,capacitor_footprints:C_0402_1005Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM155R71H104KE02-01.pdf,CAP SMD 100 nF X7R 10% 0402 50V,Murata Electronics,GCM155R71H104KE02D,X7R,10%,50V,0402,1005,GCM155R71H,https://www.trustedparts.com/en/search/GCM155R71H104KE02D
C_GCM155R71H104KE02J,C,100 nF,capacitor_footprints:C_0402_1005Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM155R71H104KE02-01.pdf,CAP SMD 100 nF X7R 10% 0402 50V,Murata Electronics,GCM155R71H104KE02J,X7R,10%,50V,0402,1005,GCM155R71H,https://www.trustedparts.com/en/search/GCM155R71H104KE02J
C_GCM188R71H104KA57D,C,100 nF,capacitor_footprints:C_0603_1608Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM188R71H104KA57-01.pdf,CAP SMD 100 nF X7R 10% 0603 50V,Murata Electronics,GCM188R71H104KA57D,X7R,10%,50V,0603,1608,GCM188R71H,https://www.trustedparts.com/en/search/GCM188R71H104KA57D
C_GCM188R71H104KA57J,C,100 nF,capacitor_footprints:C_0603_1608Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM188R71H104KA57-01.pdf,CAP SMD 100 nF X7R 10% 0603 50V,Murata Electronics,GCM188R71H104KA57J,X7R,10%,50V,0603,1608,GCM188R71H,https://www.trustedparts.com/en/search/GCM188R71H104KA57J
C_GCM31MR71H104KA37K,C,100 nF,capacitor_footprints:C_1206_3216Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM31MR71H104KA37-01.pdf,CAP SMD 100 nF X7R 10% 1206 50V,Murata Electronics,GCM31MR71H104KA37K,X7R,10%,50V,1206,3216,GCM31MR71H,https://www.trustedparts.com/en/search/GCM31MR71H104KA37K
C_GCM31MR71H104KA37L,C,100 nF,capacitor_footprints:C_1206_3216Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM31MR71H104KA37-01.pdf,CAP SMD 100 nF X7R 10% 1206 50V,Murata Electronics,GCM31MR71H104KA37L,X7R,10%,50V,1206,3216,GCM31MR71H,https://www.trustedparts.com/en/search/GCM31MR71H104KA37L
C_GCM31MR71H124KA37K,C,120 nF,capacitor_footprints:C_1206_3216Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM31MR71H124KA37-01.pdf,CAP SMD 120 nF X7R 10% 1206 50V,Murata Electronics,GCM31MR71H124KA37K,X7R,10%,50V,1206,3216,GCM31MR71H,https://www.trustedparts.com/en/search/GCM31MR71H124KA37K
C_GCM31MR71H124KA37L,C,120 nF,capacitor_footprints:C_1206_3216Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM31MR71H124KA37-01.pdf,CAP SMD 120 nF X7R 10% 1206 50V,Murata Electronics,GCM31MR71H124KA37L,X7R,10%,50V,1206,3216,GCM31MR71H,https://www.trustedparts.com/en/search/GCM31MR71H124KA37L
C_GCM188R71H154KA64D,C,150 nF,capacitor_footprints:C_0603_1608Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM188R71H154KA64-01.pdf,CAP SMD 150 nF X7R 10% 0603 50V,Murata Electronics,GCM188R71H154KA64D,X7R,10%,50V,0603,1608,GCM188R71H,https://www.trustedparts.com/en/search/GCM188R71H154KA64D
C_GCM188R71H154KA64J,C,150 nF,capacitor_footprints:C_0603_1608Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM188R71H154KA64-01.pdf,CAP SMD 150 nF X7R 10% 0603 50V,Murata Electronics,GCM188R71H154KA64J,X7R,10%,50V,0603,1608,GCM188R71H,https://www.trustedparts.com/en/search/GCM188R71H154KA64J
C_GCM31MR71H154KA37K,C,150 nF,capacitor_footprints:C_1206_3216Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM31MR71H154KA37-01.pdf,CAP SMD 150 nF X7R 10% 1206 50V,Murata Electronics,GCM31MR71H154KA37K,X7R,10%,50V,1206,3216,GCM31MR71H,https://www.trustedparts.com/en/search/GCM31MR71H154KA37K
C_GCM31MR71H154KA37L,C,150 nF,capacitor_footprints:C_1206_3216Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM31MR71H154KA37-01.pdf,CAP SMD 150 nF X7R 10% 1206 50V,Murata Electronics,GCM31MR71H154KA37L,X7R,10%,50V,1206,3216,GCM31MR71H,https://www.trustedparts.com/en/search/GCM31MR71H154KA37L
C_GCM188R71H224KA64D,C,220 nF,capacitor_footprints:C_0603_1608Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM188R71H224KA64-01.pdf,CAP SMD 220 nF X7R 10% 0603 50V,Murata Electronics,GCM188R71H224KA64D,X7R,10%,50V,0603,1608,GCM188R71H,https://www.trustedparts.com/en/search/GCM188R71H224KA64D
C_GCM188R71H224KA64J,C,220 nF,capacitor_footprints:C_0603_1608Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM188R71H224KA64-01.pdf,CAP SMD 220 nF X7R 10% 0603 50V,Murata Electronics,GCM188R71H224KA64J,X7R,10%,50V,0603,1608,GCM188R71H,https://www.trustedparts.com/en/search/GCM188R71H224KA64J
C_GCM31MR71H224KA37K,C,220 nF,capacitor_footprints:C_1206_3216Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM31MR71H224KA37-01.pdf,CAP SMD 220 nF X7R 10% 1206 50V,Murata Electronics,GCM31MR71H224KA37K,X7R,10%,50V,1206,3216,GCM31MR71H,https://www.trustedparts.com/en/search/GCM31MR71H224KA37K
C_GCM31MR71H224KA37L,C,220 nF,capacitor_footprints:C_1206_3216Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM31MR71H224KA37-01.pdf,CAP SMD 220 nF X7R 10% 1206 50V,Murata Electronics,GCM31MR71H224KA37L,X7R,10%,50V,1206,3216,GCM31MR71H,https://www.trustedparts.com/en/search/GCM31MR71H224KA37L
C_GCM31MR71H274KA37K,C,270 nF,capacitor_footprints:C_1206_3216Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM31MR71H274KA37-01.pdf,CAP SMD 270 nF X7R 10% 1206 50V,Murata Electronics,GCM31MR71H274KA37K,X7R,10%,50V,1206,3216,GCM31MR71H,https://www.trustedparts.com/en/search/GCM31MR71H274KA37K
C_GCM31MR71H274KA37L,C,270 nF,capacitor_footprints:C_1206_3216Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM31MR71H274KA37-01.pdf,CAP SMD 270 nF X7R 10% 1206 50V,Murata Electronics,GCM31MR71H274KA37L,X7R,10%,50V,1206,3216,GCM31MR71H,https://www.trustedparts.com/en/search/GCM31MR71H274KA37L
C_GRM188R71A334KA61D,C,330 nF,capacitor_footprints:C_0603_1608Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM188R71A334KA61-01.pdf,CAP SMD 330 nF X7R 10% 0603 10V,Murata Electronics,GRM188R71A334KA61D,X7R,10%,10V,0603,1608,GRM188R71A,https://www.trustedparts.com/en/search/GRM188R71A334KA61D
C_GCM31MR71H334KA37K,C,330 nF,capacitor_footprints:C_1206_3216Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM31MR71H334KA37-01.pdf,CAP SMD 330 nF X7R 10% 1206 50V,Murata Electronics,GCM31MR71H334KA37K,X7R,10%,50V,1206,3216,GCM31MR71H,https://www.trustedparts.com/en/search/GCM31MR71H334KA37K
C_GCM31MR71H334KA37L,C,330 nF,capacitor_footprints:C_1206_3216Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM31MR71H334KA37-01.pdf,CAP SMD 330 nF X7R 10% 1206 50V,Murata Electronics,GCM31MR71H334KA37L,X7R,10%,50V,1206,3216,GCM31MR71H,https://www.trustedparts.com/en/search/GCM31MR71H334KA37L
C_C1005X7S1A334K050BC,C,330 nF,capacitor_footprints:C_0402_1005Metric,https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C1005X7S1A334K050BC,CAP SMD 330 nF X7S 10% 0402 10V,TDK,C1005X7S1A334K050BC,X7S,10%,10V,0402,1005,C1005X7S1A,https://www.trustedparts.com/en/search/C1005X7S1A334K050BC
C_GRM188R71A394KA61D,C,390 nF,capacitor_footprints:C_0603_1608Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM188R71A394KA61-01.pdf,CAP SMD 390 nF X7R 10% 0603 10V,Murata Electronics,GRM188R71A394KA61D,X7R,10%,10V,0603,1608,GRM188R71A,https://www.trustedparts.com/en/search/GRM188R71A394KA61D
C_GCM31MR71H394KA37K,C,390 nF,capacitor_footprints:C_1206_3216Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM31MR71H394KA37-01.pdf,CAP SMD 390 nF X7R 10% 1206 50V,Murata Electronics,GCM31MR71H394KA37K,X7R,10%,50V,1206,3216,GCM31MR71H,https://www.trustedparts.com/en/search/GCM31MR71H394KA37K
C_GCM31MR71H394KA37L,C,390 nF,capacitor_footprints:C_1206_3216Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM31MR71H394KA37-01.pdf,CAP SMD 390 nF X7R 10% 1206 50V,Murata Electronics,GCM31MR71H394KA37L,X7R,10%,50V,1206,3216,GCM31MR71H,https://www.trustedparts.com/en/search/GCM31MR71H394KA37L
C_GRM188R71A474KA61D,C,470 nF,capacitor_footprints:C_0603_1608Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM188R71A474KA61-01.pdf,CAP SMD 470 nF X7R 10% 0603 10V,Murata Electronics,GRM188R71A474KA61D,X7R,10%,10V,0603,1608,GRM188R71A,https://www.trustedparts.com/en/search/GRM188R71A474KA61D
C_GCM31MR71H474KA37K,C,470 nF,capacitor_footprints:C_1206_3216Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM31MR71H474KA37-01.pdf,CAP SMD 470 nF X7R 10% 1206 50V,Murata Electronics,GCM31MR71H474KA37K,X7R,10%,50V,1206,3216,GCM31MR71H,https://www.trustedparts.com/en/search/GCM31MR71H474KA37K
C_GCM31MR71H474KA37L,C,470 nF,capacitor_footprints:C_1206_3216Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM31MR71H474KA37-01.pdf,CAP SMD 470 nF X7R 10% 1206 50V,Murata Electronics,GCM31MR71H474KA37L,X7R,10%,50V,1206,3216,GCM31MR71H,https://www.trustedparts.com/en/search/GCM31MR71H474KA37L
C_CL31B474KBHNNN#,C,470 nF,capacitor_footprints:C_1206_3216Metric,https://weblib.samsungsem.com/mlcc/mlcc-ec-data-sheet.do?partNumber=CL31B474KBHNNN#,CAP SMD 470 nF X7R 10% 1206 50V,Samsung Electro-Mechanics,CL31B474KBHNNN#,X7R,10%,50V,1206,3216,CL31B,https://www.trustedparts.com/en/search/CL31/CL31B474KBHNNN#
C_C1005X7S1A474K050BC,C,470 nF,capacitor_footprints:C_0402_1005Metric,https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C1005X7S1A474K050BC,CAP SMD 470 nF X7S 10% 0402 10V,TDK,C1005X7S1A474K050BC,X7S,10%,10V,0402,1005,C1005X7S1A,https://www.trustedparts.com/en/search/C1005X7S1A474K050BC
C_GRM188R71A564KA61D,C,560 nF,capacitor_footprints:C_0603_1608Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM188R71A564KA61-01.pdf,CAP SMD 560 nF X7R 10% 0603 10V,Murata Electronics,GRM188R71A564KA61D,X7R,10%,10V,0603,1608,GRM188R71A,https://www.trustedparts.com/en/search/GRM188R71A564KA61D
C_GRM188R71A684KA61D,C,680 nF,capacitor_footprints:C_0603_1608Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM188R71A684KA61-01.pdf,CAP SMD 680 nF X7R 10% 0603 10V,Murata Electronics,GRM188R71A684KA61D,X7R,10%,10V,0603,1608,GRM188R71A,https://www.trustedparts.com/en/search/GRM188R71A684KA61D
C_GCM31MR71H684KA55K,C,680 nF,capacitor_footprints:C_1206_3216Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM31MR71H684KA55-01.pdf,CAP SMD 680 nF X7R 10% 1206 50V,Murata Electronics,GCM31MR71H684KA55K,X7R,10%,50V,1206,3216,GCM31MR71H,https://www.trustedparts.com/en/search/GCM31MR71H684KA55K
C_GCM31MR71H684KA55L,C,680 nF,capacitor_footprints:C_1206_3216Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM31MR71H684KA55-01.pdf,CAP SMD 680 nF X7R 10% 1206 50V,Murata Electronics,GCM31MR71H684KA55L,X7R,10%,50V,1206,3216,GCM31MR71H,https://www.trustedparts.com/en/search/GCM31MR71H684KA55L
C_C1005X7S1A684K050BC,C,680 nF,capacitor_footprints:C_0402_1005Metric,https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C1005X7S1A684K050BC,CAP SMD 680 nF X7S 10% 0402 10V,TDK,C1005X7S1A684K050BC,X7S,10%,10V,0402,1005,C1005X7S1A,https://www.trustedparts.com/en/search/C1005X7S1A684K050BC
C_GCM31MR71H824KA55K,C,820 nF,capacitor_footprints:C_1206_3216Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM31MR71H824KA55-01.pdf,CAP SMD 820 nF X7R 10% 1206 50V,Murata Electronics,GCM31MR71H824KA55K,X7R,10%,50V,1206,3216,GCM31MR71H,https://www.trustedparts.com/en/search/GCM31MR71H824KA55K
C_GCM31MR71H824KA55L,C,820 nF,capacitor_footprints:C_1206_3216Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM31MR71H824KA55-01.pdf,CAP SMD 820 nF X7R 10% 1206 50V,Murata Electronics,GCM31MR71H824KA55L,X7R,10%,50V,1206,3216,GCM31MR71H,https://www.trustedparts.com/en/search/GCM31MR71H824KA55L
C_GRM155Z71A105KE44D,C,1 µF,capacitor_footprints:C_0402_1005Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM155Z71A105KE44-01.pdf,CAP SMD 1 µF X7R 10% 0402 10V,Murata Electronics,GRM155Z71A105KE44D,X7R,10%,10V,0402,1005,GRM155Z71A,https://www.trustedparts.com/en/search/GRM155Z71A105KE44D
C_GRM155Z71A105KE44J,C,1 µF,capacitor_footprints:C_0402_1005Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM155Z71A105KE44-01.pdf,CAP SMD 1 µF X7R 10% 0402 10V,Murata Electronics,GRM155Z71A105KE44J,X7R,10%,10V,0402,1005,GRM155Z71A,https://www.trustedparts.com/en/search/GRM155Z71A105KE44J
C_GRJ21BC72A105KE11L,C,1 µF,capacitor_footprints:C_0805_2012Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRJ21BC72A105KE11-01.pdf,CAP SMD 1 µF X7S 10% 0805 100V,Murata Electronics,GRJ21BC72A105KE11L,X7S,10%,100V,0805,2012,GRJ21BC72A,https://www.trustedparts.com/en/search/GRJ21BC72A105KE11L
C_GRJ21BC72A105KE11K,C,1 µF,capacitor_footprints:C_0805_2012Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRJ21BC72A105KE11-01.pdf,CAP SMD 1 µF X7S 10% 0805 100V,Murata Electronics,GRJ21BC72A105KE11K,X7S,10%,100V,0805,2012,GRJ21BC72A,https://www.trustedparts.com/en/search/GRJ21BC72A105KE11K
C_GCM31MR71H105KA55K,C,1 µF,capacitor_footprints:C_1206_3216Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM31MR71H105KA55-01.pdf,CAP SMD 1 µF X7R 10% 1206 50V,Murata Electronics,GCM31MR71H105KA55K,X7R,10%,50V,1206,3216,GCM31MR71H,https://www.trustedparts.com/en/search/GCM31MR71H105KA55K
C_GCM31MR71H105KA55L,C,1 µF,capacitor_footprints:C_1206_3216Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM31MR71H105KA55-01.pdf,CAP SMD 1 µF X7R 10% 1206 50V,Murata Electronics,GCM31MR71H105KA55L,X7R,10%,50V,1206,3216,GCM31MR71H,https://www.trustedparts.com/en/search/GCM31MR71H105KA55L
C_CL31B105KBHNNN#,C,1 µF,capacitor_footprints:C_1206_3216Metric,https://weblib.samsungsem.com/mlcc/mlcc-ec-data-sheet.do?partNumber=CL31B105KBHNNN#,CAP SMD 1 µF X7R 10% 1206 50V,Samsung Electro-Mechanics,CL31B105KBHNNN#,X7R,10%,50V,1206,3216,CL31B,https://www.trustedparts.com/en/search/CL31/CL31B105KBHNNN#
C_C1005X7S1A105K050BC,C,1 µF,capacitor_footprints:C_0402_1005Metric,https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C1005X7S1A105K050BC,CAP SMD 1 µF X7S 10% 0402 10V,TDK,C1005X7S1A105K050BC,X7S,10%,10V,0402,1005,C1005X7S1A,https://www.trustedparts.com/en/search/C1005X7S1A105K050BC
C_C1005X6S1C105K050BC,C,1 µF,capacitor_footprints:C_0402_1005Metric,https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C1005X6S1C105K050BC,CAP SMD 1 µF X7S 10% 0402 16V,TDK,C1005X6S1C105K050BC,X7S,10%,16V,0402,1005,C1005X6S1C,https://www.trustedparts.com/en/search/C1005X6S1C105K050BC
C_C1005X7S1A155K050BC,C,1.5 µF,capacitor_footprints:C_0402_1005Metric,https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C1005X7S1A155K050BC,CAP SMD 1.5 µF X7S 10% 0402 10V,TDK,C1005X7S1A155K050BC,X7S,10%,10V,0402,1005,C1005X7S1A,https://www.trustedparts.com/en/search/C1005X7S1A155K050BC
C_GRM155Z71A225KE44D,C,2.2 µF,capacitor_footprints:C_0402_1005Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM155Z71A225KE44-01.pdf,CAP SMD 2.2 µF X7R 10% 0402 10V,Murata Electronics,GRM155Z71A225KE44D,X7R,10%,10V,0402,1005,GRM155Z71A,https://www.trustedparts.com/en/search/GRM155Z71A225KE44D
C_GRM155Z71A225KE44J,C,2.2 µF,capacitor_footprints:C_0402_1005Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM155Z71A225KE44-01.pdf,CAP SMD 2.2 µF X7R 10% 0402 10V,Murata Electronics,GRM155Z71A225KE44J,X7R,10%,10V,0402,1005,GRM155Z71A,https://www.trustedparts.com/en/search/GRM155Z71A225KE44J
C_CL31B225KBHNNN#,C,2.2 µF,capacitor_footprints:C_1206_3216Metric,https://weblib.samsungsem.com/mlcc/mlcc-ec-data-sheet.do?partNumber=CL31B225KBHNNN#,CAP SMD 2.2 µF X7R 10% 1206 50V,Samsung Electro-Mechanics,CL31B225KBHNNN#,X7R,10%,50V,1206,3216,CL31B,https://www.trustedparts.com/en/search/CL31/CL31B225KBHNNN#
C_C1005X7S1A225K050BC,C,2.2 µF,capacitor_footprints:C_0402_1005Metric,https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C1005X7S1A225K050BC,CAP SMD 2.2 µF X7S 10% 0402 10V,TDK,C1005X7S1A225K050BC,X7S,10%,10V,0402,1005,C1005X7S1A,https://www.trustedparts.com/en/search/C1005X7S1A225K050BC
C_C1608X7S1A225K080AC,C,2.2 µF,capacitor_footprints:C_0603_1608Metric,https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C1608X7S1A225K080AC,CAP SMD 2.2 µF X7S 10% 0603 10V,TDK,C1608X7S1A225K080AC,X7S,10%,10V,0603,1608,C1608X7S1A,https://www.trustedparts.com/en/search/C1608X7S1A225K080AC
C_GCM31CR71E475KA55K,C,4.7 µF,capacitor_footprints:C_1206_3216Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM31CR71E475KA55-01.pdf,CAP SMD 4.7 µF X7R 10% 1206 25V,Murata Electronics,GCM31CR71E475KA55K,X7R,10%,25V,1206,3216,GCM31CR71E,https://www.trustedparts.com/en/search/GCM31CR71E475KA55K
C_GCM31CR71E475KA55L,C,4.7 µF,capacitor_footprints:C_1206_3216Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM31CR71E475KA55-01.pdf,CAP SMD 4.7 µF X7R 10% 1206 25V,Murata Electronics,GCM31CR71E475KA55L,X7R,10%,25V,1206,3216,GCM31CR71E,https://www.trustedparts.com/en/search/GCM31CR71E475KA55L
C_GRM188C71A475KE11D,C,4.7 µF,capacitor_footprints:C_0603_1608Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM188C71A475KE11-01.pdf,CAP SMD 4.7 µF X7S 10% 0603 10V,Murata Electronics,GRM188C71A475KE11D,X7S,10%,10V,0603,1608,GRM188C71A,https://www.trustedparts.com/en/search/GRM188C71A475KE11D
C_GCM32DC72A475KE02K,C,4.7 µF,capacitor_footprints:C_1210_3225Metric,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GCM32DC72A475KE02-01.pdf,CAP SMD 4.7 µF X7S 10% 1210 100V,Murata Electronics,GCM32DC72A475KE02K,X7S,10%,100V,1210,3225,GCM32DC72A,https://www.trustedparts.com/en/search/GCM32DC72A475KE02K
C_CL31B475KBHNNN#,C,4.7 µF,capacitor_footprints:C_1206_3216Metric,https://weblib.samsungsem.com/mlcc/mlcc-ec-data-sheet.do?partNumber=CL31B475KBHNNN#,CAP SMD 4.7 µF X7R 10% 1206 50V,Samsung Electro-Mechanics,CL31B475KBHNNN#,X7R,10%,50V,1206,3216,CL31B,https://www.trustedparts.com/en/search/CL31/CL31B475KBHNNN#
C_C1608X7S1A475K080AC,C,4.7 µF,capacitor_footprints:C_0603_1608Metric,https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C1608X7S1A475K080AC,CAP SMD 4.7 µF X7S 10% 0603 10V,TDK,C1608X7S1A475K080AC,X7S,10%,10V,0603,1608,C1608X7S1A,https://www.trustedparts.com/en/search/C1608X7S1A475K080AC
C_CL31B106KBHNNN#,C,10 µF,capacitor_footprints:C_1206_3216Metric,https://weblib.samsungsem.com/mlcc/mlcc-ec-data-sheet.do?partNumber=CL31B106KBHNNN#,CAP SMD 10 µF X7R 10% 1206 50V,Samsung Electro-Mechanics,CL31B106KBHNNN#,X7R,10%,50V,1206,3216,CL31B,https://www.trustedparts.com/en/search/CL31/CL31B106KBHNNN#
C_C2012X7S1A156M125AC,C,15 µF,capacitor_footprints:C_0805_2012Metric,https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C2012X7S1A156M125AC,CAP SMD 15 µF X7S 20% 0805 10V,TDK,C2012X7S1A156M125AC,X7S,20%,10V,0805,2012,C2012X7S1A,https://www.trustedparts.com/en/search/C2012X7S1A156M125AC
C_C2012X7S1A226M125AC,C,22 µF,capacitor_footprints:C_0805_2012Metric,https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=C2012X7S1A226M125AC,CAP SMD 22 µF X7S 20% 0805 10V,TDK,C2012X7S1A226M125AC,X7S,20%,10V,0805,2012,C2012X7S1A,https://www.trustedparts.com/en/search/C2012X7S1A226M125AC
